question,answer
Một số nguyên nhân gây béo phì ,"Yếu tố di truyền: Qua nghiên cứu trẻ em sinh đôi thấy bệnh béo bị tác động của yếu tố di truyền đến 70%. Di thể (chromosome) của bệnh béo tìm thấy ở chromosome số 2, các di thể này ảnh hưởng và kiểm soát sự ham muốn ăn uống và sự tự đốt năng lượng của bộ phận cơ thể. Môi trường sinh sống: Bệnh béo ít khi xảy ra ở những điều kiện xã hội nghèo khổ thiếu ăn, mà thường phát triển trong môi trường ăn uống đầy đủ. Ðối với người già, cơ thể đốt năng lượng chậm và ít đi, thêm vào đó người già lại ít hoạt động do đó càng dễ bị béo ra; dễ bị béo phì nếu ăn uống tốt. Hoàn cảnh cô đơn, ít hoạt động cũng dễ làm bệnh béo phát triển. Có thai là một điều kiện có tác động khá mạnh gây béo ở một số phụ nữ. Mặc dầu phần lớn trọng lượng của phụ nữ chỉ tăng ít thôi mỗi năm sau mỗi lần sinh đẻ, cũng có tới khoảng 15% trọng lượng được tăng thêm sau mỗi lần có thai. Bệnh ở não như u ở não hoặc một nhiễm khuẩn ở não nhất là ở vùng dưới đồi (hypothalamus) cũng dễ gây béo ở một số người. Một số bệnh như nhược tuyến giáp, hội chứng Cushings' đều có khả năng làm tăng béo phì (&lt;1%). Thuốc: Một số thuốc cũng có khả năng làm tăng cân, đặc biệt các thuốc nội tiết có steroides và 4 loại lớn về thuốc hoạt động tâm lý như: thuốc chống trầm cảm, các thuốc benzodiazepin, lithium và thuốc chữa tâm lý. Bệnh béo phì liên quan tới một số bệnh khác như thế nào? Bệnh béo phì nếu không được chữa trị có khả năng gây nên một số bệnh nguy hiểm khác cụ thể: Có thể gây nên các bệnh như tiểu đường, tăng huyết áp, bệnh tim và nhồi máu cơ tim. Người béo phì dễ ngáy ngủ, thiếu ôxy lúc ngủ. Ðàn bà béo phì có nguy cơ cao bị ung thư vú và ung thư túi mật. Ðàn ông có tuổi béo phì có nguy cơ cao bị ung thư tuyến tiền liệt. Tỷ lệ ung thư đường ruột và bệnh sỏi mật, bệnh gan, bệnh về thực quản theo tài liệu y học thế giới đều tăng ở người bị béo phì. Người béo phì còn dễ bị bệnh thoái hóa các khớp xương như xương sống lưng, xương hông, háng. Tần suất phụ nữ bị béo phì nhiều hơn nam giới và chữa bệnh béo phì cũng như các biến chứng của bệnh cũng nhiều hơn nam giới. Hạn chế và chữa trị bệnh béo phì? Về ăn uống: Thành phần thức ăn nên có nhiều rau, nhiều chất xơ hơn các chất thịt, chất béo. Cách nấu nướng: Hấp, nướng hay luộc tốt hơn là chiên xào; hạn chế ăn vặt. Tập luyện thể dục: Hạn chế ăn uống phải đi đôi với tập luyện thể dục. Cố xây dựng nếp sống vận động thường xuyên trong gia đình, người hưu trí rỗi việc càng nên kiếm việc làm, hoạt động, tránh nằm nhiều rất có hại. Thuốc điều trị: Một số thuốc hiện có trên thị trường chỉ có tác dụng gây cảm giác không muốn ăn, làm mất nước, giảm cân chứ không có tác dụng trực tiếp làm tiêu hao được năng lượng. Một vài thuốc được dùng là: fenfluramin - phentermin, sibutramin. Các thuốc này dễ có phản ứng phụ tới tim mạch cho nên thận trọng khi dùng. Phương pháp ngoại khoa (Surgery): Người bị bệnh béo phì nặng (BMI&gt;40) hoặc bị biến chứng đe dọa tính mạng có thể sử dụng phương pháp phẫu thuật để chữa trị."
Phòng và trị viêm da mủ,"Bình thường trên da có nhiều tạp khuẩn, phần lớn là tụ cầu khuẩn và liên cầu khuẩn, tập trung nhiều nhất ở vùng có nhiều lông, vùng đọng mồ hôi như các nếp kẽ, các lỗ chân lông. Trong những điều kiện thuận lợi như cơ thể suy yếu, giảm sức đề kháng, vệ sinh kém, ngứa gãi làm xây sát da thì các vi khuẩn trên tăng sinh, tăng độc tính gây nên bệnh ngoài da gọi chung là viêm da mủ. Người ta thường phân chia làm 2 nhóm bệnh viêm da mủ, một nhóm do tụ cầu khuẩn, một nhóm do liên cầu khuẩn gây nên. Viêm da mủ do tụ cầu khuẩn Tụ cầu khuẩn thường gây tổn thương ở nang lông. Có những thể bệnh chính sau... Viêm nang lông nông: Viêm nông ở đầu lỗ chân lông. Ban đầu lỗ chân lông hơi sưng đỏ, đau, sau đó thành mụn mủ nhỏ, quanh chân lông có quầng viêm hẹp. Vài ngày sau, mụn mủ khô, để lại một vẩy tiết màu nâu sẫm. Sau cùng vẩy bong đi, không để lại sẹo. Viên nang lông sâu: Quanh nang lông sưng tấy nhiều cụm, quanh lỗ chân lông có mụn mủ. Mụn mủ có thể rải rác hoặc tập trung thành đám đỏ, cứng cộm, gồ ghề, nặn ra mủ. Viêm nang lông sâu ở vùng cằm, gáy, vùng da đầu tiến triển dai dẳng, hay tái phát. Ðiều trị: phải dùng kháng sinh toàn thân từng đợt, kết hợp với các vitamin, chế độ ăn nhiều đạm làm tăng sức đề kháng của cơ thể. Nhọt: Cũng là một tình trạng viêm nang lông. Nếu nhọt to, số lượng nhiều có thể kèm theo sốt, hạch bạch huyết sưng đau. Nhọt ở lỗ tai rất đau, dân gian còn gọi là đằng đằng. Nhọt ở quanh miệng còn gọi là đinh râu rất nguy hiểm vì có thể gây tắc tĩnh mạch, nhiễm khuẩn huyết dễ gây tử vong. Hậu bối còn gọi là đinh hương sen là một cụm đinh nhọt gặp ở gáy, lưng, mông do tụ cầu vàng có độc tính rất cao, hay gây bệnh ở người già yếu, nghiện rượu, tiểu đường, ăn uống kém. Khi vỡ mủ có nhiều ngòi lỗ chỗ như tổ ong, có thể có biến chứng nhiễm khuẩn huyết và tử vong. Nhọt bày là nhiều đinh nhọt mọc liên tiếp hết đợt này đến đợt khác dai dẳng hàng tháng. Thường gặp ở người suy nhược, giảm sức đề kháng. Ðiều trị: kháng sinh đủ mạnh, dùng càng sớm càng tốt. Có thể cho uống, tiêm hoặc truyền tĩnh mạch. Dùng các vitamin, đạm, gama globulin để nâng cao sức đề kháng của cơ thể. Tại chỗ tuyệt đối không chích nặn ở giai đoạn đang viêm tấy, chưa hóa mủ. Bởi vì nặn sớm sẽ dễ bị biến chứng nhiễm khuẩn huyết, rất nguy hiểm. Nhọt ổ gà: là một viêm nang, kèm theo viêm tuyến mồ hôi, tuyến bã ở vùng nách, tạo thành một túi mủ sâu ở bì và hạ bì. Tổn thương nổi thành cục ở vùng nách, ban đầu cứng sau mềm dần, vỡ mủ. Có thể có một hoặc nhiều nhọt ổ gà trong một hố nách. Bệnh thường tiến triển dai dẳng, hay tái phát, nhất là về mùa hè. Ðiều trị: dùng kháng sinh toàn thân từng đợt. Ðối với tổn thương tái phát nhiều lần có thể phải phẫu thuật. Viêm da mủ do liên cầu khuẩn Chốc lây: do tụ cầu khuẩn và liên cầu khuẩn phối hợp gây bệnh. Trẻ em hay bị hơn người lớn. Vị trí hay gặp là đầu, mặt, cổ, chân tay. Bệnh rất dễ lây từ trẻ này sang trẻ khác, nên có thể thành dịch ở nhà trẻ, trường học. ở trẻ em, chốc đầu tạo thành từng đám vẩy vàng sâu dính bết tóc, dưới lớp vảy, da trợt đỏ, rớm dịch. Hạch ở vùng lân cận thường sưng đau. Bệnh có thể gây biến chứng viêm cầu thận cấp biểu hiện bằng phù, tiểu ít, xét nghiệm có protein niệu. Ðiều trị: phải dùng kháng sinh toàn thân sớm tại chỗ. Dùng các thuốc sát trùng bôi, đắp gạc cho bong hết vẩy, sau đó bôi xanh methylen 1% hoặc dùng dung dịch milian. Khi vẩy tróc bong hết có thể bôi các loại mỡ kháng sinh Chốc loét: là một loại chốc, nhưng tổn thương lan sâu đến trung bì. Thường gặp chốc loét ở bệnh nhân suy dinh dưỡng có bệnh tiểu đường hoặc nghiện rượu. Vị trí: hay gặp ở cẳng chân, cổ chân, nhất là ở chân có giãn tĩnh mạch. Bệnh bắt đầu như chốc lây bằng một phỏng nước hoặc phỏng mủ. Da xung quanh vết loét tím tái, tiến triển dai dẳng, lâu liền sẹo. Ðiều trị: phải dùng kháng sinh nhiều đợt, kết hợp với vitamin, đạm, chiếu tia cực tím. Hăm kẽ: còn gọi là viêm bì thượng bì vi khuẩn. Thường gặp ở trẻ em, nhất là trẻ em mập mạp hoặc ở người lớn béo mập, ra mồ hôi nhiều. Hăm kẽ thường thấy ở nếp cổ, kẽ bẹn, kẽ mông, kẽ sau tai, rốn. Tổn thương là các đám đỏ, trợt, rớm dịch, phía ngoài thường có viền róc da mỏng, đau rát. Ðiều trị: rửa sạch tổn thương bằng nước thuốc tím 1/4.000. Chấm dung dịch yarish. Chốc mép: thường gặp ở trẻ em. Tổn thương đơn độc hoặc kèm theo các tổn thương khác do liên cầu khuẩn. Hai kẽ mép bị nứt trợt, rớm dịch, đóng vẩy vàng dễ chảy máu, đau rát làm cho trẻ khó ăn, khó uống. Có thể lây do uống chung chén, dùng chung khăn mặt. Thường kèm theo sưng đau hạch dưới hàm. Ðiều trị: chấm dung dịch yarish, thuốc màu, thuốc mỡ kháng sinh."
Vài điều lưu ý khi sử dụng mỹ phẩm ,"Đôi khi, bạn chọn mua cây son, kem chống nắng... đắt tiền và thường để lâu. Bạn có biết, khi dùng mỹ phẩm được cất giữ quá lâu sẽ gây ra tình trạng da mẩn, sần sùi, mắt đỏ... Dưới đây là vài thông tin về thời hạn và cách giữ gìn các loại mỹ phẩm dễ bị hỏng. . Thời hạn 3 - 6 tháng: Mascara, kem dưỡng da, kem chống nắng, kem làm nâu da và sản phẩm tẩy lông. Từ 6 - 12 tháng: Mỹ phẩm có sữa và nước như: nước tẩy trắng, sữa tắm, dưỡng da toàn thân, kem lót, chì kẻ mắt, môi, son dưỡng môi. Từ 12 - 24 tháng: Các sản phẩm có chứa thành phần tinh dầu, phấn bột, phấn bánh, sơn móng tay. Mascara: Đây là sản phẩm bạn cần phải cẩn trọng khi bảo quản và sử dụng vì được sử dụng trên vùng da nhạy cảm, dễ tổn thương nhất của gương mặt. Trước tiên, bạn nên chọn mua sản phẩm của các hãng mỹ phẩm uy tín, chất lượng. Đặc biệt, bạn không nên bỏ qua giai đoạn kiểm tra xem mình có bị dị ứng với sản phẩm hay không. Trong quá trình sử dụng, nên chú ý sao cho lúc nào nước chải lông mi cũng phải ngập chổi, không để chổi khô. Kem chống nắng: Không nên sử dụng loại kem của năm ngoái vì loại này có thể thay màu, đổi mùi, tính chất cản nắng bị suy giảm và sẽ mất khả năng bảo vệ cho làn da. Kem lót và son môi: Cách bảo quản tốt nhất là đậy và vặn nút thật chặt, để nơi khô ráo, thoáng mát, không bị ánh nắng mặt trời trực tiếp chiếu vào. Ngoài ra, bạn cũng nên nhớ, các loại dụng cụ trang điểm như chổi, cọ, bàn chải... cần phải được vệ sinh sạch sẽ thường xuyên. Đây chính là con đường để vi khuẩn dễ dàng xâm nhập vào da bạn."
Rối loạn cương và bệnh tim mạch,"Tôi năm nay 40 tuổi, chồng tôi 52 tuổi, thời gian gần đây chuyện sinh hoạt vợ chồng sút giảm hẳn. Tôi lo lắng lắm vì nghe nói bất lực do nhiều nguyên nhân gây ra, trong đó có bệnh cao huyết áp. Xin bác sĩ cho biết điều này có đúng không? Một độc giả (quận 10) Tiến sĩ Nguyễn Hữu Đức, giảng viên Đại học Y Dược TPHCM, trả lời: Cơ chế của cương cứng là khi có kích thích tình dục (ở giác quan hoặc do sự liên tưởng của trí não) thì hệ thần kinh hoạt động thông qua sự dẫn truyền của thần kinh làm cho máu dồn về dương vật, khiến bộ phận này căng phồng lên. Cương cứng được xem là kết quả của sự tổng hợp hài hòa các yếu tố: thần kinh-tâm lý, nội tiết, tuần hoàn-mạch máu, giải phẫu-mô học của cơ quan sinh dục nam. Khiếm khuyết một trong những yếu tố trên sẽ làm giảm lượng máu đến dương vật, gây rối loạn cương (RLC). RLC và cao huyết áp có một điểm chung, đó là kết quả của một tổn thương thực thể, sự co hẹp của mạch máu. RLC thường là dấu hiệu đầu tiên của việc giảm tưới máu hay giảm tuần hoàn của cơ thể, là một rối loạn có thể dễ dàng phát hiện, trong khi cao huyết áp thường là tiềm ẩn, bệnh nhân không biết mình bị cao huyết áp trong một thời gian dài. Một thăm dò cho thấy tỉ lệ cao huyết áp ở nam giới bị RLC cao hơn nam giới không bị RLC đến 38%. Do đó, người ta khuyên khi có RLC, nam giới nên đến bác sĩ để phát hiện và điều trị những bệnh nguy hiểm tiềm ẩn, trong đó có cao huyết áp, để phòng ngừa các biến chứng nguy hiểm như đột quỵ hay tai biến mạch máu não có thể xảy ra."
Lưu ý khi sử dụng son môi,"Lưu ý khi sử dụng son môi Không gì tôn vinh vẻ gợi cảm của đôi môi thiếu nữ đắc địa hơn một ít son hồng. Tuy vậy, nếu biết rằng sơn môi không hoàn toàn vô hại như bạn tưởng thì chút kiêng dè khi sử dụng chúng cũng là việc nên làm. Chất dầu, sáp ong, phẩm màu và một số chất bảo quản khác là những thành phần chính trong son môi. Trong đó phẩm màu là “át chủ bài” và cũng là kẻ có tiềm năng gây rắc rối cho cơ thể của bạn. Thông thường, người ta dùng một loại axít đặc biệt (còn gọi là axít đỏ) để nhuộm màu nhưng đây lại là loại sắc tố không nên có mặt thường xuyên trong cơ thể (độc cho gan, thận). Lanolin cũng là thành phần quan trọng thường có trong son môi. Nhiều cảnh báo cho biết chúng có thể ngấm qua da và đặc biệt, có tính năng như một máy hút bụi tham lam vơ về mình đủ thứ bụi bặm, phân tử rắn (kim loại, silic..,), nấm mốc và các vi sinh vật quần đảo dày đặc trong không khí. Tai hại ở chỗ, con đường từ môi vào miệng ngắn “tày gang nên khi bạn nói, ăn, uống hay... liếm môi thì những kẻ không mời mà đến kia chẳng ngại gì mà không tìm lối lọt vào khoang miệng. Nhãn tiền, nếu đó là những chất gây dị ứng hay các vi khuẩn gây bệnh thì khoang miệng là kẻ chịu trận đầu tiên (bỏng rộp, ngứa ngáy, nứt nẻ, viêm tấy, bưng mủ,...). Chưa dừng lại khi những chất độc tiếp tục quá giang theo nước bọt chu du xa hơn thì đến lượt dạ dày, tuần hoàn, gan, thận... mang vạ. Cần lưu ý thêm, vài loại son môi có khả năng gia tăng hiện tượng nhạy cảm ánh sáng (bắt nắng) gây sạm da trong đó có môi. Do vậy, các fan môi trầm Hàn Quốc có lẽ cũng nên nhớ lại một nguyên lý đơn giản là vật có màu càng sậm thì càng dễ bắt nắng, bắt nhiệt. Một điều tế nhị khác mà các bạn gái trẻ không nên bỏ qua: đôi môi là một trong những vị trí nhạy cảm nhất nhì trên cơ thể phụ nữ bởi đó là nơi tập trung rất nhiều đầu mút thần kinh xúc giác. Việc tô son môi quá tham, quá thường xuyên sẽ vô tình tạo ra lớp màn chắn tước mất cơ hội thực hành của các đầu mút thần kinh. Lâu ngày thiếu điều kiện văn ôn, võ luyện những dây thần kinh tinh tế này sẽ mất dần sự tinh nhạy, cùn mòn cảm giác. Đây có thể là một thiệt thòi lớn cho các bạn gái khi... nụ hôn ngọt ngào hóa ra nhạt như nước ốc!."
Tiểu đường có nên ăn dừa?,"Chất béo từ cơm dừa là loại axít béo no, không có lợi cho người tiểu đường. Do đó, chồng bạn không nên dùng, tuy nhiên nếu thèm thì ăn một chút cũng không hề gì."
Dị ứng mùa mưa ,"Nguyễn Thị Hạnh (Vĩnh Long) - ThS-BS Hồ Xuân Vương, chuyên khoa da liễu, trả lời: Theo mô tả của chị, đó là tình trạng dị ứng mùa, còn gọi là bệnh mề đay. Bệnh thường xảy ra ở người có cơ địa dị ứng, gặp vào mùa mưa, nhất là sau khi tiếp xúc trực tiếp với nước mưa. Bệnh thường gây ngứa nhiều, kèm nổi sẩn đỏ 2 lòng bàn tay, bàn chân. Càng cào gãi thì các nốt này càng nổi đỏ. Nốt nổi lên và biến mất sau vài giờ, đôi khi tồn tại đến 24 giờ hoặc hơn nữa. Chị có thể sử dụng một trong các thuốc sau: - Thuốc kháng dị ứng không gây buồn ngủ: Cetirizine 10mg ( Virlix, Cezil, Cetrine), Loratadine 10mg, DesLoratadine 5mg, Levo-cetirizine.... Uống một viên buổi sáng. - Thuốc kháng dị ứng gây buồn ngủ: Chlorpheniramine 4mg, Polaramine 6mg, Hydroxyzine 25mg (Atarax), Periactine 4mg (Peritol)... Uống một viên buổi tối. Trường hợp ngứa nhiều có thể kết hợp một viên thuốc nhóm không gây ngủ vào buổi sáng và một viên thuốc gây buồn ngủ vào buổi tối. Tuy nhiên, bệnh cần được điều trị và theo dõi bởi bác sĩ chuyên khoa da liễu, để được chẩn đoán, xét nghiệm và hướng dẫn cụ thể hơn về sử dụng thuốc. Mặt khác, vào mùa mưa, do da dễ kích thích, chị nên tránh mang giày dép bó chật vì điều này dễ gây kích ứng da. Khi tiếp xúc với nước mưa, nên rửa sạch ngay bằng nước ấm và lau khô."
Những phụ nữ nào không nên sấy tóc?,"1. Những người chuyên làm việc ngoài trời trong thời gian lâu dài hoặc lưu động trên đường thường xuyên. Về mùa hè đầu tóc những người này thường xuyên tiếp cận, phơi ra dưới nắng mặt trời gay gắt, các tia tử ngoại trong ánh nắng dễ làm tổn hại chất tóc, làm cho đầu tóc trở nên khô, giòn, dễ gãy, dễ rụng. Về mùa đông, họ làm việc ở bên ngoài trời lạnh, giá rét, dễ làm cho các huyết quản ở da đầu luôn ở trạng thái co lại, làm cho đầu tóc không đủ chất dinh dưỡng, nếu lại dùng nước thuốc hóa học trong uốn sấy tóc nữa thì càng làm tổn hại nặng hơn với đầu, tóc. 2. Những phụ nữ thời kỳ mang thai và trong vòng nửa năm sau khi sinh: Ở thời kỳ này, trạng thái sinh lý của phụ nữ bao gồm cả nội tiết trong cơ thể đều có những thay đổi khác lúc bình thường, chất tóc lúc này giòn, yếu rất dễ gãy, rụng, nếu lại uốn sấy, phải sử dụng đến loại thuốc hóa học nói trên thì chất tóc cũng như da đầu lại bị tổn thương nữa, như vậy sẽ dễ bị gãy, rụng hàng loạt nhiều hơn gấp bội và màu tóc, chất tóc đều không giữ được xanh đen, óng mượt nữa. 3. Những ngượi bị bệnh truyền nhiễm trong vòng 2 tháng sau khi đã chữa khỏi bệnh: Người bệnh lúc này không những tình trạng sức khỏe toàn thân đang tương đối kém, đầu tóc cũng ở trong tình trạng dinh dưỡng kém hơn bình thường, chất tóc cũng đang giai đoạn khô cằn, sau khi uốn sấy tóc sẽ càng nhanh chóng gãy rụng, biến màu, biến chất. Những người bị các chứng ung nhọt khi tiến hành điều trị bằng các loại thuốc chống ung thư, u nhọt dễ làm cho người bệnh rụng tóc hàng loạt, có khi trụi hết, cho nên thời gian này cũng không được uốn sấy tóc. 4. Nhũng người đã rụng tóc nhiều do bị các bệnh gây nên: Như bị bệnh tuyến giáp, bệnh về nội tiết mất điều hòa, bị những bệnh về thiếu chất sắt hoặc bị khối u ở buồng trứng, vì những người này vốn đã rất dễ rụng hàng loạt tóc, cho nên không nên uốn sấy tóc, hại không chỉ đối với đầu tóc mà còn hại cả sức khỏe nói chung nữa."
Làm đẹp tuổi đôi mươi,"Với những tông màu tươi sáng kết hợp với cách trang điểm nhẹ nhàng, các bạn gái đã �tạo� cho mình một khuôn mặt xinh xắn cho những buổi họp mặt, dự tiệc mà vẫn không làm mất đi nét đẹp tự nhiên. Nền: Chú ý chỉ nên dùng thật ít phấn nền đánh đều lên mặt một lớp thật mỏng sao cho da mặt thật tự nhiên. Chân mày: Chọn chì màu nâu vàng định hình khuôn chân mày, sau đó dùng mascara màu nâu chải đều những sợi lông mày nằm vào khuôn đã định. Mắt: Dùng màu cánh gián cam tán đều khắp bầu mắt và màu xanh chuối đánh vào mí dưới. Dùng mascara màu đen chải thật kỹ từng sợi lông mi từ trong ra ngoài. Má hồng: Dùng màu cam nâu đánh thật nhẹ phớt vào phần cao nhất của xương gò má tán nhẹ dần vào thái dương. Môi: Chỉ nên dùng son bóng màu hồng cam thoa đều hai cánh môi."
Tạo nét duyên cho khuôn mặt dài,"Với khuôn mặt dài, ngoài cách trang điểm như gợi ý sau đây, bạn nên chọn trang sức hình tròn kết hợp với kiểu tóc đơn giản như bồng nhẹ hai bên má, tóc mái xéo một bên. Chân mày: Bản to, mỏng dần về phía đuôi. Chải nhẹ bột phấn màu vàng nâu sao cho tiệp màu với tóc. Dùng chì đen thực hiện tương tự với tóc đen. Mắt: Tạo vẻ mới lạ với đôi mắt được gắn kính sát tròng màu xanh dương, bấm lông mi 5- 6 lần từ trong ra ngoài và chải mascara, viền chì nâu ở mí mắt dưới. Má hồng: Ðánh má hồng nơi gò má gồ lên. Ðồng thời phủ phấn hồng dưới cằm. Môi: Dùng son màu hồng phấn"
Làm gì để tăng chiều cao?,"Chiều cao cơ thể con người sẽ còn phát triển đến năm 25 tuổi nhưng sau tuổi dậy thì sự phát triển chiều cao đã chậm lại. Muốn tăng chiều cao em cần ăn đầy đủ các loại thực phẩm. Chú ý các nguồn thực phẩm có calci như sữa, cua đồng, cá, mè, rau xanh, nghêu sò... Cùng với chế độ ăn, cần kết hợp tập luyện, chơi các môn thể thao như bơi lội, nhảy dây, cầu lông, xà đơn từ 45-60 phút/ ngày. "
Ngủ nhiều cũng là bệnh,"Có thể con ông bị chứng ngủ rũ với đặc điểm xuất hiện các “cơn buồn ngủ” không thể cưỡng lại được, ở bất cứ nơi đâu và bất kỳ lúc nào trong ngày dù cho đêm hôm trước cháu đã ngủ tốt, cả về mặt chất lượng lẫn thời gian. Ở nhiều người, khi cơn buồn ngủ xuất hiện nhiều lần trong ngày thì có thể gây nguy hiểm vì bệnh nhân có thể ngủ trong khi lái xe. Ngoài triệu chứng ngủ, bệnh nhân còn kèm thêm những cơn liệt hay yếu cơ thoáng qua và có thể bị ảo giác lúc sắp thức hay sắp ngủ. Giấc ngủ ban đêm của bệnh nhân cũng thường bị gián đoạn. Nhìn chung, thuốc và tâm lý liệu pháp hành vi có thể giúp ổn định triệu chứng, nhưng đầu tiên ông cần đưa cháu đến bác sĩ tâm thần để được chẩn đoán chính xác và điều trị thích hợp. "
Khàn tiếng người già,"Liệt thanh âm một bên chiếm 90% các trường hợp liệt thanh quản. Liệt dây thanh một bên có thể do nhiều nguyên nhân: do bản thân dây thần kinh điều khiển vận động của các cơ tham gia vào sự vận động của dây thanh âm, có thể do các nguyên nhân khác như viêm siêu vi, chấn thương, viêm khớp, các khối u ở tại thanh quản. Về điều trị, có một số trường hợp do chấn thương nhẹ có thể tự phục hồi và phần lớn cần được khám ở bác sĩ chuyên khoa để được điều trị thích hợp. Vì vậy, bạn nên đưa bà của bạn đến các bệnh viện chuyên khoa tai mũi họng để được khám đầy đủ. "
Quyến rũ đôi mắt,"Mùa cưới đến gần, bạn sẽ có dịp dự nhiều buổi tiệc. Một phong cách ứng dụng nhưng cũng không kém phần ấn tượng, điểm nhấn của gương mặt sẽ được tập trung vào đôi mắt, sau khi đánh nền mặt kỹ và tạo khối bằng highlight. Chân mày: chải bột nâu tự nhiên, không tỉa mỏng. Môi: dùng son có chất dưỡng ẩm, màu hồng phấn hoặc màu cam tươi. Mắt: Bạn có thể chọn màu mắt theo 1 trong 3 cách gợi ý sau đây. Người mẫu: BÍCH CHI Trang điểm: ÐÌNH NHƠN"
Chữa “trục trặc chuyện ấy” ở đâu?,"Như mọi thứ bệnh khác, điều trị triệu chứng thường dễ hơn là điều trị bệnh. Bất lực, hay yếu sinh lý, hay gọi là RLC theo y học (chắc để tránh gây mặc cảm cho bệnh nhân) chỉ là triệu chứng của một bệnh mạch máu, thần kinh ngay tại chỗ, hay do một bệnh toàn thân như tiểu đường, do dùng thuốc an thần... Bằng liệu pháp tâm lý hay gọi nôm na là tư vấn, bằng các thuốc uống, thuốc tiêm ngay tại chỗ, bằng ống hút hay bằng phẫu thuật trên mạch máu, và bí thế nữa thì còn phẫu thuật đặt thể hang giả, Tây y có thể điều trị hết triệu chứng này, nhưng để điều trị hết hẳn nguyên nhân gây bệnh thì không dễ chút nào. Điều trị để trở lại như xưa là rất khó, nhưng để “cần là được” thì nằm trong tầm tay của y học hiện nay nhờ một số thuốc uống mới ra đời từ năm 1998 như sildenafil, vardenafil, tadalafil. Các thuốc này không phải là thuốc kích dục vì chúng không đem tới sự hưng phấn tình dục. Bệnh nhân phải có ham muốn tình dục bình thường thì dùng chúng mới có hiệu quả. Sau khi dùng thuốc, phải chờ một lát cho thuốc ngấm (60 phút đến 4 giờ đối với sildenafil, 16 phút đến 36 giờ đối với tadalafil), thuốc sẽ phát huy tác dụng. Ông có thể đến các phòng khám nam khoa ở các bệnh viện hoặc có thể đến Bệnh viện Bình Dân, số 371 Điện Biên Phủ, Q.3 - TPHCM, hay các cơ sở tư vấn tình dục học có uy tín để được hướng dẫn cụ thể. "
Chua miệng,"có thể đó là triệu chứng của lưỡi bị viêm mà nguyên nhân thường do nấm hoặc một số tác nhân nào đó. Để xác định nguyên nhân, bạn cần làm xét nghiệm nước bọt hoặc phết họng. Các nốt thịt tròn mọc ở hai bên thành lưỡi có thể là những tổ chức lymphô ở lưỡi phì đại do hiện tượng viêm kéo dài. Triệu chứng chua miệng cũng có thể là một biểu hiện của tình trạng nhiễm trùng tại lưỡi. Bạn nên đến Khu Điều trị - Bộ môn Bệnh lý miệng của Khoa Răng Hàm Mặt - Đại học Y Dược TPHCM xin khám và chữa trị. "
Đối tượng nguy cơ tiểu đường cao," Các đối tượng sau đây cần được thử đường huyết ở tuổi trước 45 tuổi, và vào các thời điểm gần nhau hơn: mập mạp (cân nặng &gt; 120% cân nặng lý tưởng), có người trực hệ trong gia đình bị đái tháo đường, thuộc sắc dân có nguy cơ cao (da đen, da đỏ, châu Á), đã sinh con có cân nặng lúc sinh &gt; 4 – 4,5 kg hay đã được chẩn đoán tiểu đường trong thai kỳ, bị cao huyết áp (huyết áp ³ 140/90 mmHg), có HDL cholesterol 35 mg/dl và/hoặc triglycerid ³ 250 mg/dl, đã được chẩn đoán là rối loạn đường huyết khi đói. Như vậy bạn đã có ít nhất 2 yếu tố nguy cơ, tuy bạn chưa đến lứa tuổi 45, nhưng bạn nên đến bác sĩ để tầm soát và đánh giá các yếu tố nguy cơ khác. Nếu hiện nay bạn không bị tiểu đường, thì sau đó ít nhất mỗi năm bạn nên đi khám bệnh một lần. Để có thể hạn chế khả năng mắc bệnh, bạn cần tránh có thêm những yếu tố nguy cơ khác như cần giữ mức cân đúng, ăn uống điều độ, tránh ăn quá mặn, giảm chất béo động vật, tăng cường vận động. "
