question,answer
Điều 171 bộ luật dân sự,"Quyền và nghĩa vụ của chủ sở hữu, chủ thể có quyền khác đối với tài sản trong trường hợp xảy ra tình thế cấp thiết 1 Tình thế cấp thiết là tình thế của người vì muốn tránh một nguy cơ đang thực tế đe dọa trực tiếp lợi ích công cộng, quyền, lợi ích hợp pháp của mình hoặc của người khác mà không còn cách nào khác là phải có hành động gây một thiệt hại nhỏ hơn thiệt hại cần ngăn chặn 2 Trong tình thế cấp thiết, chủ sở hữu, chủ thể có quyền khác đối với tài sản không được cản trở người khác dùng tài sản của mình hoặc cản trở người khác gây thiệt hại đối với tài sản đó để ngăn chặn, làm giảm mối nguy hiểm hoặc thiệt hại lớn hơn có nguy cơ xảy ra 3 Gây thiệt hại trong tình thế cấp thiết không phải là hành vi xâm phạm quyền sở hữu, quyền khác đối với tài sản Chủ sở hữu, chủ thể có quyền khác đối với tài sản bị thiệt hại trong tình thế cấp thiết được bồi thường thiệt hại theo quy định tại Điều 595 của Bộ luật này"
Điều 172 bộ luật dân sự,"Nghĩa vụ bảo vệ môi trường Khi thực hiện quyền sở hữu, quyền khác đối với tài sản thì chủ thể phải tuân theo quy định của pháp luật về bảo vệ môi trường; nếu làm ô nhiễm môi trường thì phải chấm dứt hành vi gây ô nhiễm, thực hiện các biện pháp để khắc phục hậu quả và bồi thường thiệt hại"
Điều 173 bộ luật dân sự,"Nghĩa vụ tôn trọng, bảo đảm trật tự, an toàn xã hội Khi thực hiện quyền sở hữu, quyền khác đối với tài sản thì chủ thể phải tôn trọng, bảo đảm trật tự, an toàn xã hội, không được lạm dụng quyền để gây mất trật tự, an toàn xã hội, làm thiệt hại đến lợi ích quốc gia, dân tộc, lợi ích công cộng, quyền, lợi ích hợp pháp của người khác"
Điều 174 bộ luật dân sự,"Nghĩa vụ tôn trọng quy tắc xây dựng Khi xây dựng công trình, chủ sở hữu, chủ thể có quyền khác đối với tài sản phải tuân theo pháp luật về xây dựng, bảo đảm an toàn, không được xây vượt quá độ cao, khoảng cách mà pháp luật về xây dựng quy định và không được xâm phạm đến quyền, lợi ích hợp pháp của chủ sở hữu, người có quyền khác đối với tài sản là bất động sản liền kề và xung quanh"
Điều 175 bộ luật dân sự,"Ranh giới giữa các bất động sản 1 Ranh giới giữa các bất động sản liền kề được xác định theo thỏa thuận hoặc theo quyết định của cơ quan nhà nước có thẩm quyền Ranh giới cũng có thể được xác định theo tập quán hoặc theo ranh giới đã tồn tại từ 30 năm trở lên mà không có tranh chấp Không được lấn, chiếm, thay đổi mốc giới ngăn cách, kể cả trường hợp ranh giới là kênh, mương, hào, rãnh, bờ ruộng Mọi chủ thể có nghĩa vụ tôn trọng, duy trì ranh giới chung 2 Người sử dụng đất được sử dụng không gian và lòng đất theo chiều thẳng đứng từ ranh giới của thửa đất phù hợp với quy định của pháp luật và không được làm ảnh hưởng đến việc sử dụng đất của người khác Người sử dụng đất chỉ được trồng cây và làm các việc khác trong khuôn viên đất thuộc quyền sử dụng của mình và theo ranh giới đã được xác định; nếu rễ cây, cành cây vượt quá ranh giới thì phải xén rễ, cắt, tỉa cành phần vượt quá, trừ trường hợp có thỏa thuận khác"
Điều 176 bộ luật dân sự,"Mốc giới ngăn cách các bất động sản 1 Chủ sở hữu bất động sản chỉ được dựng cột mốc, hàng rào, trồng cây, xây tường ngăn trên phần đất thuộc quyền sử dụng của mình 2 Các chủ sở hữu bất động sản liền kề có thể thỏa thuận với nhau về việc dựng cột mốc, hàng rào, trồng cây, xây tường ngăn trên ranh giới để làm mốc giới ngăn cách giữa các bất động sản; những vật mốc giới này là sở hữu chung của các chủ thể đó Trường hợp mốc giới ngăn cách chỉ do một bên tạo nên trên ranh giới và được chủ sở hữu bất động sản liền kề đồng ý thì mốc giới ngăn cách đó là sở hữu chung, chi phí để xây dựng do bên tạo nên chịu, trừ trường hợp có thỏa thuận khác; nếu chủ sở hữu bất động sản liền kề không đồng ý mà có lý do chính đáng thì chủ sở hữu đã dựng cột mốc, hàng rào, trồng cây, xây tường ngăn phải dỡ bỏ 3 Đối với mốc giới là tường nhà chung, chủ sở hữu bất động sản liền kề không được trổ cửa sổ, lỗ thông khí hoặc đục tường để đặt kết cấu xây dựng, trừ trường hợp được chủ sở hữu bất động sản liền kề đồng ý Trường hợp nhà xây riêng biệt nhưng tường sát liền nhau thì chủ sở hữu cũng chỉ được đục tường, đặt kết cấu xây dựng đến giới hạn ngăn cách tường của mình Đối với cây là mốc giới chung, các bên đều có nghĩa vụ bảo vệ; hoa lợi thu được từ cây được chia đều, trừ trường hợp có thỏa thuận khác"
Điều 177 bộ luật dân sự,"Bảo đảm an toàn trong trường hợp cây cối, công trình có nguy cơ gây thiệt hại 1 Trường hợp cây cối, công trình xây dựng có nguy cơ sập đổ xuống bất động sản liền kề và xung quanh thì chủ sở hữu tài sản thực hiện ngay các biện pháp khắc phục, chặt cây, sửa chữa hoặc dỡ bỏ công trình xây dựng đó theo yêu cầu của chủ sở hữu bất động sản liền kề và xung quanh hoặc theo yêu cầu của cơ quan nhà nước có thẩm quyền; nếu không tự nguyện thực hiện thì chủ sở hữu bất động sản liền kề và xung quanh có quyền yêu cầu cơ quan nhà nước có thẩm quyền cho chặt cây, phá dỡ Chi phí chặt cây, phá dỡ do chủ sở hữu cây cối, công trình xây dựng chịu 2 Khi đào giếng, đào ao hoặc xây dựng công trình dưới mặt đất, chủ sở hữu công trình phải đào, xây cách mốc giới một khoảng cách do pháp luật về xây dựng quy định Khi xây dựng công trình vệ sinh, kho chứa chất độc hại và các công trình khác mà việc sử dụng có khả năng gây ô nhiễm môi trường thì chủ sở hữu tài sản đó phải xây cách mốc giới một khoảng cách và ở vị trí hợp lý, phải bảo đảm vệ sinh, an toàn và không làm ảnh hưởng đến chủ sở hữu bất động sản khác 3 Trường hợp gây thiệt hại cho chủ sở hữu bất động sản liền kề và xung quanh quy định tại khoản 1 và khoản 2 Điều này thì chủ sở hữu cây cối, công trình phải bồi thường"
Điều 178 bộ luật dân sự,"Trổ cửa nhìn sang bất động sản liền kề 1 Chủ sở hữu nhà chỉ được trổ cửa ra vào, cửa sổ quay sang nhà bên cạnh, nhà đối diện và đường đi chung theo quy định của pháp luật về xây dựng 2 Mặt dưới mái che trên cửa ra vào, mặt dưới mái che cửa sổ quay ra đường đi chung phải cách mặt đất từ 2,5 mét trở lên"
Điều 179 bộ luật dân sự,"Khái niệm chiếm hữu 1 Chiếm hữu là việc chủ thể nắm giữ, chi phối tài sản một cách trực tiếp hoặc gián tiếp như chủ thể có quyền đối với tài sản 2 Chiếm hữu bao gồm chiếm hữu của chủ sở hữu và chiếm hữu của người không phải là chủ sở hữu Việc chiếm hữu của người không phải là chủ sở hữu không thể là căn cứ xác lập quyền sở hữu, trừ trường hợp quy định tại các điều 228, 229, 230, 231, 232, 233 và 236 của Bộ luật này"
Điều 180 bộ luật dân sự,"Chiếm hữu ngay tình Chiếm hữu ngay tình là việc chiếm hữu mà người chiếm hữu có căn cứ để tin rằng mình có quyền đối với tài sản đang chiếm hữu"
Điều 181 bộ luật dân sự,"Chiếm hữu không ngay tình Chiếm hữu không ngay tình là việc chiếm hữu mà người chiếm hữu biết hoặc phải biết rằng mình không có quyền đối với tài sản đang chiếm hữu"
Điều 182 bộ luật dân sự,"Chiếm hữu liên tục 1 Chiếm hữu liên tục là việc chiếm hữu được thực hiện trong một khoảng thời gian mà không có tranh chấp về quyền đối với tài sản đó hoặc có tranh chấp nhưng chưa được giải quyết bằng một bản án, quyết định có hiệu lực pháp luật của Tòa án hoặc cơ quan nhà nước có thẩm quyền khác, kể cả khi tài sản được giao cho người khác chiếm hữu 2 Việc chiếm hữu không liên tục không được coi là căn cứ để suy đoán về tình trạng và quyền của người chiếm hữu được quy định tại Điều 184 của Bộ luật này ."
Điều 183 bộ luật dân sự,"Chiếm hữu công khai 1 Chiếm hữu công khai là việc chiếm hữu được thực hiện một cách minh bạch, không giấu giếm; tài sản đang chiếm hữu được sử dụng theo tính năng, công dụng và được người chiếm hữu bảo quản, giữ gìn như tài sản của chính mình 2 Việc chiếm hữu không công khai không được coi là căn cứ để suy đoán về tình trạng và quyền của người chiếm hữu được quy định tại Điều 184 của Bộ luật này"
Điều 184 bộ luật dân sự,"Suy đoán về tình trạng và quyền của người chiếm hữu 1 Người chiếm hữu được suy đoán là ngay tình; người nào cho rằng người chiếm hữu không ngay tình thì phải chứng minh 2 Trường hợp có tranh chấp về quyền đối với tài sản thì người chiếm hữu được suy đoán là người có quyền đó Người có tranh chấp với người chiếm hữu phải chứng minh về việc người chiếm hữu không có quyền 3 Người chiếm hữu ngay tình, liên tục, công khai được áp dụng thời hiệu hưởng quyền và được hưởng hoa lợi, lợi tức mà tài sản mang lại theo quy định của Bộ luật này và luật khác có liên quan"
Điều 185 bộ luật dân sự,"Bảo vệ việc chiếm hữu Trường hợp việc chiếm hữu bị người khác xâm phạm thì người chiếm hữu có quyền yêu cầu người có hành vi xâm phạm phải chấm dứt hành vi, khôi phục tình trạng ban đầu, trả lại tài sản và bồi thường thiệt hại hoặc yêu cầu Tòa án, cơ quan nhà nước có thẩm quyền khác buộc người đó chấm dứt hành vi, khôi phục tình trạng ban đầu, trả lại tài sản và bồi thường thiệt hại"
Điều 186 bộ luật dân sự,"Quyền chiếm hữu của chủ sở hữu Chủ sở hữu được thực hiện mọi hành vi theo ý chí của mình để nắm giữ, chi phối tài sản của mình nhưng không được trái pháp luật, đạo đức xã hội"
Điều 187 bộ luật dân sự,"Quyền chiếm hữu của người được chủ sở hữu ủy quyền quản lý tài sản 1 Người được chủ sở hữu ủy quyền quản lý tài sản thực hiện việc chiếm hữu tài sản đó trong phạm vi, theo cách thức, thời hạn do chủ sở hữu xác định 2 Người được chủ sở hữu ủy quyền quản lý tài sản không thể trở thành chủ sở hữu đối với tài sản được giao theo quy định tại Điều 236 của Bộ luật này"
Điều 188 bộ luật dân sự,"Quyền chiếm hữu của người được giao tài sản thông qua giao dịch dân sự 1 Khi chủ sở hữu giao tài sản cho người khác thông qua giao dịch dân sự mà nội dung không bao gồm việc chuyển quyền sở hữu thì người được giao tài sản phải thực hiện việc chiếm hữu tài sản đó phù hợp với mục đích, nội dung của giao dịch 2 Người được giao tài sản có quyền sử dụng tài sản được giao, được chuyển quyền chiếm hữu, sử dụng tài sản đó cho người khác nếu được chủ sở hữu đồng ý 3 Người được giao tài sản không thể trở thành chủ sở hữu đối với tài sản được giao theo quy định tại Điều 236 của Bộ luật này"
Điều 189 bộ luật dân sự,"Quyền sử dụng Quyền sử dụng là quyền khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản Quyền sử dụng có thể được chuyển giao cho người khác theo thỏa thuận hoặc theo quy định của pháp luật"
Điều 190 bộ luật dân sự,"Quyền sử dụng của chủ sở hữu Chủ sở hữu được sử dụng tài sản theo ý chí của mình nhưng không được gây thiệt hại hoặc làm ảnh hưởng đến lợi ích quốc gia, dân tộc, lợi ích công cộng, quyền và lợi ích hợp pháp của người khác"
Điều 191 bộ luật dân sự,"Quyền sử dụng của người không phải là chủ sở hữu Người không phải là chủ sở hữu được sử dụng tài sản theo thỏa thuận với chủ sở hữu hoặc theo quy định của pháp luật"
Điều 192 bộ luật dân sự,"Quyền định đoạt Quyền định đoạt là quyền chuyển giao quyền sở hữu tài sản, từ bỏ quyền sở hữu, tiêu dùng hoặc tiêu hủy tài sản"
Điều 193 bộ luật dân sự,"iều kiện thực hiện quyền định đoạt Việc định đoạt tài sản phải do người có năng lực hành vi dân sự thực hiện không trái quy định của pháp luật Trường hợp pháp luật có quy định trình tự, thủ tục định đoạt tài sản thì phải tuân theo trình tự, thủ tục đó"
Điều 194 bộ luật dân sự,"Quyền định đoạt của chủ sở hữu Chủ sở hữu có quyền bán, trao đổi, tặng cho, cho vay, để thừa kế, từ bỏ quyền sở hữu, tiêu dùng, tiêu hủy hoặc thực hiện các hình thức định đoạt khác phù hợp với quy định của pháp luật đối với tài sản"
Điều 195 bộ luật dân sự,"Quyền định đoạt của người không phải là chủ sở hữu Người không phải là chủ sở hữu tài sản chỉ có quyền định đoạt tài sản theo ủy quyền của chủ sở hữu hoặc theo quy định của luật"
Điều 196 bộ luật dân sự,"ạn chế quyền định đoạt 1 Quyền định đoạt chỉ bị hạn chế trong trường hợp do luật quy định 2 Khi tài sản đem bán là tài sản thuộc di tích lịch sử - văn hóa theo quy định của Luật di sản văn hóa thì Nhà nước có quyền ưu tiên mua Trường hợp cá nhân, pháp nhân có quyền ưu tiên mua đối với tài sản nhất định theo quy định của pháp luật thì khi bán tài sản, chủ sở hữu phải dành quyền ưu tiên mua cho các chủ thể đó"
Điều 197 bộ luật dân sự,"Tài sản thuộc sở hữu toàn dân Đất đai, tài nguyên nước, tài nguyên khoáng sản, nguồn lợi ở vùng biển, vùng trời, tài nguyên thiên nhiên khác và các tài sản do Nhà nước đầu tư, quản lý là tài sản công thuộc sở hữu toàn dân do Nhà nước đại diện chủ sở hữu và thống nhất quản lý"
Điều 198 bộ luật dân sự,"Điều 198 Thực hiện quyền của chủ sở hữu đối với tài sản thuộc sở hữu toàn dân 1 Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam là đại diện, thực hiện quyền của chủ sở hữu đối với tài sản thuộc sở hữu toàn dân 2 Chính phủ thống nhất quản lý và bảo đảm sử dụng đúng mục đích, hiệu quả và tiết kiệm tài sản thuộc sở hữu toàn dân"
Điều 199 bộ luật dân sự,"Chiếm hữu, sử dụng, định đoạt tài sản thuộc sở hữu toàn dân Việc chiếm hữu, sử dụng, định đoạt tài sản thuộc sở hữu toàn dân được thực hiện trong phạm vi và theo trình tự do pháp luật quy định"
Điều 200 bộ luật dân sự,"Thực hiện quyền sở hữu toàn dân đối với tài sản được đầu tư vào doanh nghiệp 1 Khi tài sản thuộc sở hữu toàn dân được đầu tư vào doanh nghiệp thì Nhà nước thực hiện quyền của chủ sở hữu đối với tài sản đó theo quy định của pháp luật về doanh nghiệp, quản lý, sử dụng vốn nhà nước đầu tư vào sản xuất, kinh doanh tại doanh nghiệp và quy định khác của pháp luật có liên quan 2 Doanh nghiệp thực hiện việc quản lý, sử dụng vốn, đất đai, tài nguyên và các tài sản khác do Nhà nước đầu tư theo quy định của pháp luật có liên quan"
Điều 201 bộ luật dân sự,"hực hiện quyền sở hữu toàn dân đối với tài sản được giao cho cơ quan nhà nước, đơn vị vũ trang nhân dân 1 Khi tài sản thuộc sở hữu toàn dân được giao cho cơ quan nhà nước, đơn vị vũ trang nhân dân thì Nhà nước thực hiện quyền kiểm tra, giám sát việc quản lý, sử dụng tài sản đó 2 Cơ quan nhà nước, đơn vị vũ trang nhân dân thực hiện việc quản lý, sử dụng đúng mục đích, theo quy định của pháp luật đối với tài sản được Nhà nước giao"
Điều 202 bộ luật dân sự,"Thực hiện quyền sở hữu toàn dân đối với tài sản được giao cho tổ chức chính trị, tổ chức chính trị - xã hội, tổ chức chính trị xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp 1 Khi tài sản thuộc sở hữu toàn dân được giao cho tổ chức chính trị, tổ chức chính trị - xã hội, tổ chức chính trị xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp thì Nhà nước thực hiện quyền kiểm tra, giám sát việc quản lý, sử dụng tài sản đó 2 Tổ chức chính trị, tổ chức chính trị - xã hội, tổ chức chính trị xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp thực hiện việc quản lý, sử dụng tài sản được Nhà nước giao đúng mục đích, phạm vi, theo cách thức, trình tự do pháp luật quy định, phù hợp với chức năng, nhiệm vụ được quy định trong điều lệ"
Điều 203 bộ luật dân sự,"Quyền của cá nhân, pháp nhân đối với việc sử dụng, khai thác tài sản thuộc sở hữu toàn dân Cá nhân, pháp nhân được sử dụng đất, khai thác nguồn lợi thủy sản, tài nguyên thiên nhiên và các tài sản khác thuộc sở hữu toàn dân đúng mục đích, có hiệu quả, thực hiện đầy đủ nghĩa vụ đối với Nhà nước theo quy định của pháp luật"
Điều 204 bộ luật dân sự,"Tài sản thuộc sở hữu toàn dân chưa được giao cho cá nhân, pháp nhân quản lý Đối với tài sản thuộc sở hữu toàn dân mà chưa được giao cho cá nhân, pháp nhân quản lý thì Chính phủ tổ chức thực hiện việc bảo vệ, điều tra, khảo sát và lập quy hoạch đưa vào khai thác"
Điều 205 bộ luật dân sự,"Sở hữu riêng và tài sản thuộc sở hữu riêng 1 Sở hữu riêng là sở hữu của một cá nhân hoặc một pháp nhân 2 Tài sản hợp pháp thuộc sở hữu riêng không bị hạn chế về số lượng, giá trị"
Điều 206 bộ luật dân sự,"Chiếm hữu, sử dụng, định đoạt tài sản thuộc sở hữu riêng 1 Chủ sở hữu có quyền chiếm hữu, sử dụng, định đoạt tài sản thuộc sở hữu riêng nhằm phục vụ nhu cầu sinh hoạt, tiêu dùng, sản xuất, kinh doanh và các mục đích khác không trái pháp luật 2 Việc chiếm hữu, sử dụng, định đoạt tài sản thuộc sở hữu riêng không được gây thiệt hại hoặc làm ảnh hưởng đến lợi ích quốc gia, dân tộc, lợi ích công cộng, quyền và lợi ích hợp pháp của người khác"
Điều 207 bộ luật dân sự,"Sở hữu chung và các loại sở hữu chung 1 Sở hữu chung là sở hữu của nhiều chủ thể đối với tài sản 2 Sở hữu chung bao gồm sở hữu chung theo phần và sở hữu chung hợp nhất"
Điều 208 bộ luật dân sự,"Xác lập quyền sở hữu chung Quyền sở hữu chung được xác lập theo thỏa thuận, theo quy định của pháp luật hoặc theo tập quán"
Điều 209 bộ luật dân sự,"Sở hữu chung theo phần 1 Sở hữu chung theo phần là sở hữu chung mà trong đó phần quyền sở hữu của mỗi chủ sở hữu được xác định đối với tài sản chung 2 Mỗi chủ sở hữu chung theo phần có quyền, nghĩa vụ đối với tài sản thuộc sở hữu chung tương ứng với phần quyền sở hữu của mình, trừ trường hợp có thỏa thuận khác"
Điều 210 bộ luật dân sự,"Sở hữu chung hợp nhất 1 Sở hữu chung hợp nhất là sở hữu chung mà trong đó, phần quyền sở hữu của mỗi chủ sở hữu chung không được xác định đối với tài sản chung Sở hữu chung hợp nhất bao gồm sở hữu chung hợp nhất có thể phân chia và sở hữu chung hợp nhất không phân chia 2 Các chủ sở hữu chung hợp nhất có quyền, nghĩa vụ ngang nhau đối với tài sản thuộc sở hữu chung"
Điều 211 bộ luật dân sự,"ở hữu chung của cộng đồng 1 Sở hữu chung của cộng đồng là sở hữu của dòng họ, thôn, ấp, bản, làng, buôn, phum, sóc, cộng đồng tôn giáo và cộng đồng dân cư khác đối với tài sản được hình thành theo tập quán, tài sản do các thành viên của cộng đồng cùng nhau đóng góp, quyên góp, được tặng cho chung hoặc từ các nguồn khác phù hợp với quy định của pháp luật nhằm mục đích thỏa mãn lợi ích chung hợp pháp của cộng đồng 2 Các thành viên của cộng đồng cùng quản lý, sử dụng, định đoạt tài sản chung theo thỏa thuận hoặc theo tập quán vì lợi ích chung của cộng đồng nhưng không được vi phạm điều cấm của luật, không trái đạo đức xã hội 3 Tài sản chung của cộng đồng là tài sản chung hợp nhất không phân chia"
Điều 212 bộ luật dân sự,"Sở hữu chung của các thành viên gia đình 1 Tài sản của các thành viên gia đình cùng sống chung gồm tài sản do các thành viên đóng góp, cùng nhau tạo lập nên và những tài sản khác được xác lập quyền sở hữu theo quy định của Bộ luật này và luật khác có liên quan 2 Việc chiếm hữu, sử dụng, định đoạt tài sản chung của các thành viên gia đình được thực hiện theo phương thức thỏa thuận Trường hợp định đoạt tài sản là bất động sản, động sản có đăng ký, tài sản là nguồn thu nhập chủ yếu của gia đình phải có sự thỏa thuận của tất cả các thành viên gia đình là người thành niên có năng lực hành vi dân sự đầy đủ, trừ trường hợp luật có quy định khác Trường hợp không có thỏa thuận thì áp dụng quy định về sở hữu chung theo phần được quy định tại Bộ luật này và luật khác có liên quan, trừ trường hợp quy định tại Điều 213 của Bộ luật này"
Điều 213 bộ luật dân sự,"Sở hữu chung của vợ chồng 1 Sở hữu chung của vợ chồng là sở hữu chung hợp nhất có thể phân chia 2 Vợ chồng cùng nhau tạo lập, phát triển khối tài sản chung; có quyền ngang nhau trong việc chiếm hữu, sử dụng, định đoạt tài sản chung 3 Vợ chồng thỏa thuận hoặc ủy quyền cho nhau chiếm hữu, sử dụng, định đoạt tài sản chung 4 Tài sản chung của vợ chồng có thể phân chia theo thỏa thuận hoặc theo quyết định của Tòa án 5 Trường hợp vợ chồng lựa chọn chế độ tài sản theo thỏa thuận theo quy định của pháp luật về hôn nhân và gia đình thì tài sản chung của vợ chồng được áp dụng theo chế độ tài sản này"
Điều 214 bộ luật dân sự,"Sở hữu chung trong nhà chung cư 1 Phần diện tích, trang thiết bị và các tài sản khác dùng chung trong nhà chung cư theo quy định của Luật nhà ở thuộc sở hữu chung hợp nhất của tất cả chủ sở hữu các căn hộ trong nhà đó và không phân chia, trừ trường hợp luật có quy định khác hoặc tất cả các chủ sở hữu có thỏa thuận khác 2 Chủ sở hữu các căn hộ trong nhà chung cư có quyền, nghĩa vụ ngang nhau trong việc quản lý, sử dụng tài sản quy định tại khoản 1 Điều này, trừ trường hợp luật có quy định khác hoặc có thỏa thuận khác 3 Trường hợp nhà chung cư bị tiêu hủy thì quyền của chủ sở hữu căn hộ chung cư thực hiện theo quy định của luật"
Điều 215 bộ luật dân sự,"Sở hữu chung hỗn hợp 1 Sở hữu chung hỗn hợp là sở hữu đối với tài sản do các chủ sở hữu thuộc các thành phần kinh tế khác nhau góp vốn để sản xuất, kinh doanh thu lợi nhuận 2 Tài sản được hình thành từ nguồn vốn góp của các chủ sở hữu, lợi nhuận hợp pháp thu được từ hoạt động sản xuất, kinh doanh hoặc từ nguồn khác phù hợp với quy định của pháp luật là tài sản thuộc sở hữu chung hỗn hợp 3 Việc chiếm hữu, sử dụng, định đoạt tài sản thuộc sở hữu chung hỗn hợp phải tuân theo quy định tại Điều 209 của Bộ luật này và quy định của pháp luật có liên quan đến việc góp vốn, tổ chức, hoạt động sản xuất, kinh doanh, quản lý, điều hành, trách nhiệm về tài sản và phân chia lợi nhuận"
Điều 216 bộ luật dân sự,"Quản lý tài sản chung Các chủ sở hữu chung cùng quản lý tài sản chung theo nguyên tắc nhất trí, trừ trường hợp có thỏa thuận khác hoặc pháp luật có quy định khác"
Điều 217 bộ luật dân sự,"Sử dụng tài sản chung 1 Mỗi chủ sở hữu chung theo phần có quyền khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản chung tương ứng với phần quyền sở hữu của mình, trừ trường hợp có thỏa thuận khác hoặc pháp luật có quy định khác 2 Các chủ sở hữu chung hợp nhất có quyền ngang nhau trong việc khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản chung, trừ trường hợp có thỏa thuận khác"
Điều 218 bộ luật dân sự,"Định đoạt tài sản chung 1 Mỗi chủ sở hữu chung theo phần có quyền định đoạt phần quyền sở hữu của mình 2 Việc định đoạt tài sản chung hợp nhất được thực hiện theo thỏa thuận của các chủ sở hữu chung hoặc theo quy định của pháp luật 3 Trường hợp một chủ sở hữu chung theo phần bán phần quyền sở hữu của mình thì chủ sở hữu chung khác được quyền ưu tiên mua Trong thời hạn 03 tháng đối với tài sản chung là bất động sản, 01 tháng đối với tài sản chung là động sản, kể từ ngày các chủ sở hữu chung khác nhận được thông báo về việc bán và các điều kiện bán mà không có chủ sở hữu chung nào mua thì chủ sở hữu đó được quyền bán cho người khác Việc thông báo phải được thể hiện bằng văn bản và các điều kiện bán cho chủ sở hữu chung khác phải giống như điều kiện bán cho người không phải là chủ sở hữu chung Trường hợp bán phần quyền sở hữu mà có sự vi phạm về quyền ưu tiên mua thì trong thời hạn 03 tháng, kể từ ngày phát hiện có sự vi phạm về quyền ưu tiên mua, chủ sở hữu chung theo phần trong số các chủ sở hữu chung có quyền yêu cầu Tòa án chuyển sang cho mình quyền và nghĩa vụ của người mua; bên có lỗi gây thiệt hại phải bồi thường thiệt hại 4 Trường hợp một trong các chủ sở hữu chung đối với bất động sản từ bỏ phần quyền sở hữu của mình hoặc khi người này chết mà không có người thừa kế thì phần quyền sở hữu đó thuộc về Nhà nước, trừ trường hợp sở hữu chung của cộng đồng thì thuộc sở hữu chung của các chủ sở hữu chung còn lại 5 Trường hợp một trong các chủ sở hữu chung đối với động sản từ bỏ phần quyền sở hữu của mình hoặc khi người này chết mà không có người thừa kế thì phần quyền sở hữu đó thuộc sở hữu chung của các chủ sở hữu còn lại 6 Trường hợp tất cả các chủ sở hữu từ bỏ quyền sở hữu của mình đối với tài sản chung thì việc xác lập quyền sở hữu được áp dụng theo quy định tại điều 228 của Bộ luật này"
Điều 219 bộ luật dân sự,"Chia tài sản thuộc sở hữu chung 1 Trường hợp sở hữu chung có thể phân chia thì mỗi chủ sở hữu chung đều có quyền yêu cầu chia tài sản chung; nếu tình trạng sở hữu chung phải được duy trì trong một thời hạn theo thỏa thuận của các chủ sở hữu chung hoặc theo quy định của luật thì mỗi chủ sở hữu chung chỉ có quyền yêu cầu chia tài sản chung khi hết thời hạn đó; khi tài sản chung không thể chia được bằng hiện vật thì chủ sở hữu chung có yêu cầu chia có quyền bán phần quyền sở hữu của mình, trừ trường hợp các chủ sở hữu chung có thỏa thuận khác 2 Trường hợp có người yêu cầu một người trong số các chủ sở hữu chung thực hiện nghĩa vụ thanh toán và chủ sở hữu chung đó không có tài sản riêng hoặc tài sản riêng không đủ để thanh toán thì người yêu cầu có quyền yêu cầu chia tài sản chung và tham gia vào việc chia tài sản chung, trừ trường hợp pháp luật có quy định khác Nếu không thể chia phần quyền sở hữu bằng hiện vật hoặc việc chia này bị các chủ sở hữu chung còn lại phản đối thì người có quyền có quyền yêu cầu người có nghĩa vụ bán phần quyền sở hữu của mình để thực hiện nghĩa vụ thanh toán"
Điều 220 bộ luật dân sự,"Chấm dứt sở hữu chung Sở hữu chung chấm dứt trong trường hợp sau đây: 1 Tài sản chung đã được chia 2 Một trong số các chủ sở hữu chung được hưởng toàn bộ tài sản chung 3 Tài sản chung không còn 4 Trường hợp khác theo quy định của luật"
Điều 221 bộ luật dân sự,"Căn cứ xác lập quyền sở hữu Quyền sở hữu được xác lập đối với tài sản trong trường hợp sau đây: 1 Do lao động, do hoạt động sản xuất, kinh doanh hợp pháp, do hoạt động sáng tạo ra đối tượng quyền sở hữu trí tuệ 2 Được chuyển quyền sở hữu theo thỏa thuận hoặc theo bản án, quyết định của Tòa án, cơ quan nhà nước có thẩm quyền khác 3 Thu hoa lợi, lợi tức 4 Tạo thành tài sản mới do sáp nhập, trộn lẫn, chế biến 5 Được thừa kế 6 Chiếm hữu trong các điều kiện do pháp luật quy định đối với tài sản vô chủ, tài sản không xác định được chủ sở hữu; tài sản bị chôn, giấu, bị vùi lấp, chìm đắm được tìm thấy; tài sản do người khác đánh rơi, bỏ quên; gia súc, gia cầm bị thất lạc, vật nuôi dưới nước di chuyển tự nhiên 7 Chiếm hữu, được lợi về tài sản theo quy định tại điều 236 của Bộ luật này 8 Trường hợp khác do luật quy định"
Điều 222 bộ luật dân sự,"Xác lập quyền sở hữu đối với tài sản có được từ lao động, hoạt động sản xuất, kinh doanh hợp pháp, hoạt động sáng tạo ra đối tượng quyền sở hữu trí tuệ Người lao động, người tiến hành hoạt động sản xuất, kinh doanh hợp pháp có quyền sở hữu đối với tài sản có được từ lao động, hoạt động sản xuất, kinh doanh hợp pháp, kể từ thời điểm có được tài sản đó Người tiến hành hoạt động sáng tạo có quyền sở hữu đối với tài sản có được từ hoạt động sáng tạo theo quy định của Luật sở hữu trí tuệ"
